delta,true_label,pred_label,text,explanation
-129.1435036946882,neg,neg," Rough, hard, unconfortable ride, hard and stiff suspension. Slow pickup, too high center of gravity. Poorest features. Cloth instead of rubber mat and cargo mat. No door edge protection. Poor cloth trim. Nice alloy wheels. Cheap small cargo lights.Very far features from Toyota Camry LE 2011 and Camry LE 2014.I am very disappointed with Toyota. I bought Toyota Camry 2011 brand new - excellent car, great ride and very reliable. I bought  another Toyota Camry 2014 brand new- semi excellent car. Reliable but 2011 Camry was better. I am a Toyota loyalist!!!So bought another Toyota this time a 2017 RAV4.  This car is so bad and way far below from 2 Toyota Camry's that I have bought from 2011.  This is the ugliest and worst features a Toyota car that I have.  From a new owners point of view, I wish I did not buy this and I will not buy another Toyota anymore. Not recommend Toyota to my friends.Last service experience 2017 at Toyota Auto nation for my 2014 Toyota.  Just came in to replace one tire that had a punctureAt the left front tire and an oil and filter change. Seems simple for one hour job!All my four tires were still good and still had a lot of traction and treads on all my four tires. Instead I was being sold by Oscar to buy four new Michelin tires for about $755 installed.  I felt there was something fishy and untrue to what he was saying about my tires. He was very insistent to sell the new tires. Something dishonest so I declined.Instead of a mere 1 hour for an oil and filter change it took almost 3 hours and I wondered what they were doing? Oscar told me they were fixing it.  Guess what, after I declined to buy tires from Oscar, after waiting 3 hours, when I returned homeI found the left front tire that had a puncture was now in the left rear and I found the 3 other new tires that I hadHas been replaced by Toyota with 3 old tires with very minimum tire treads. What a service. What a disappointment. What a dishonesty. What a bunch of thieves. I lost sleep over it and I am sure they will deny it so what's the point of dealing with dishonest service shop.  So I went to another shop to buy all four new tires aligned and installed for only $640. I was very happy with this shop. I was very angry with Toyota and will never buy from them again.",
27.639886613536476,pos,pos," If your looking for a real vaule in a 4&4 and power to work and haul this is it ,be carefull with this power plant,it can get out from under you.my lady burns rubber all the time,getting on interstate at speed is very easy.i,m 72 yrs young and a mechanic,love this thing.some talk about steering,i have no problem,i hunt out west and 3000 mile round trip,evert thing works great.",
9.474992689757755,pos,pos," I bought my xterra new and use it for work and do a lot of driving . I have 210,990 miles and do all the required maint. Oil every 4-5000 miles. Trans fluid every 50k. Tune-up was done at 150k w/timing belt. Didn't need water pump but changed it anyway. Shocks (factory stock at 40k not that good ) but since then) kyb's no prob!The only prob is break dust on front rims, hard to keep clean. Breaks every 30k easy to do my self. Engine strong overall very strong .",
-25.31724850982573,pos,neg,  This is an incredibly reliable car but I have had to replace several things so far.  1. Both front CV joints the seals were all cracked and they were clicking very loudly when I turned.  2. Replaced the alternator 3 times so far; they were aftermarket refurbished. Dealership will not give core refund if it is not a factory alternator  3.  I have a slow oil leak and some oil burning.  4.  Power steering leaks in numerous places which the dealership said will eventually involve replacing the pump and all valves.  5.  Steering wheel rubber has completely crumbled down to the steel core so I have had to replace the cover. and   Seatbelt on drivers side doesn't pull in so it gets slammed in door,
-33.048259221326475,neg,neg," Gas cap broken, it will not shut tight and will not open with pull switch inside the car.  Trunk will not open by pull tab inside car or remote button.  Will only open by key.  Rear bumper loose and hanging on passenger side.  Wheel bearings were replaced on driver rear within 6 months of purchase. Rear passenger side now need replaced.  Difficult to start at times.  I will NOT buy another Nissan Sentra.  No freaking way.",
-21.32995687984146,neg,neg," I Bought a base rav4 w 4 cylinder in July and I am shocked at how noisy it is. It is like riding in a beer can on a bucket. This is by far the noisiest vehicle I have ever owned. Vehicle sounds like you are in a constant thunderstorm. They also never sent me a survey of my opinion of my new Rav4, they did however sent me 1 for the Camry I bought the same day. I can't wait to get rid of Rav4. I took it to the dealer because I really thought something was wrong and they said that is the way they are. The brakes grind always, they are weak, you hear every seam, reflector, bump, patch and sound on every kind of road, even on smooth highways. I am beyond disappointed in this vehicle, I am mad.",
8.29428311251857,pos,pos," One owner,  minor cosmetic repairs needed, good traveling car,  more room than you would expect, no major repairs or issues.",
-5.908493066116762,neg,neu, I bought this car just for the navigation and it was a horrible idea.  The navigation system gets me lost all the time.  I spoke to Nissan corporate about the issue they said that they cut back on the navigation on this car.  They use a completely different company for all their cars except on the Versa.  Please do not buy this car with the navigation save your money and buy an external GPS navigation.,
18.106028162924872,neu,pos," The 4.0 V6 has good get up and go for a six.  4x4 is quick to activate, although would be better with an automatic engagement mode.  Seats are comfortable.  I love the cleat system in the box!  Always a tie down where you need it!  I have had several issues.  Bad sensor in the climate control that took over a year to diagnose.  Made the air start blasting, even in dead of winter!  Replaced a leaking valve cover, overflow tank and radiator all under 15000 miles.  Taking it back because still stinks of leaking coolant.  Gas mileage isn't great.  I average 17.  Needs to be revamped.  It is behind the times on options.  It is a quiet ride for a truck.  The old school steering is very tight to start, making turning the wheel a workout.",
3.9318858296575456,neu,neu,Suzuki Swift Hybrid Motion long-term test: cheap fuel bills are overshadowed by high insurance,
5.116434570138438,neu,neu," The Pre-Runner TRD. Is a very good looking truck but :         rides rough, low roof when entering, E-tune audio system marginal, dash center pod hard to read in sunlight, driver seat back wearing poorly.",
40.3805970346848,pos,pos," I had always preferred large vehicles but took a chance on a small, economical commuter vehicle.  It looked so ugly at first but upon getting in it, you find that it is large inside and really comfortable!  And quality for an inexpensive car.  I have had mine 5 years and I love it more than any other car I have ever had; it's just the best car ever.  I will drive it til it drives no more!  A GREAT CAR!  And it is actually a very good looking little car!!  Wait till you get inside one and drive it.  Exterior holds up well too.",
34.58308018783157,pos,pos," I believe this to be an excellent vehicle overall. Handling and steering are first rate, and the ride is more comfortable than many more expensive sedans (Mercedes E320). I wish the steering wheel could tilt more vertically for greater comfort and control. I would also change the steering wheel to the 2004/05 version - it looks the same but it is much grippier. While I like some engine noise to add to the sporting character, at times it feels overwhelming (it almost seems that my car is defective relative to other BMW's; everyone says BMW's are quiet but mine isn't all that quiet). Finally, wind noise can also be quite high at highway speeds. All in all, a great experience though.",
-0.10907838579072404,neg,neu," I purchased my 08 Sequoia last Jan 09, after 3 days the headliner rattled, the headlamp washer cover discolored. After 4k miles the exhaust manifold cracked! Interior very plasticky and hollow!",
-18.11041927717031,neu,neg," Now with 5000 miles on my Prius it has been in the shop more than our old Audi.This is all due in part to a nasty dash rattle that started after the first 750 miles.The dealer is perplexed, they cant fix it.Engineers from Toyota have been flown in and they cant fix it.Nobody understands the constant noises it makes.Toyota has offered no option for buyback and shunned the idea when I proposed it.I know its an economy car but this rattle is just poor build quality.The navigation system incorrectly locates my position in the city.I have to stop the car and turn it off to reboot the system.The car averages 49-54 mpg's constantly. The paint is flawless and the best Ive seen.",
9.438994502272237,neu,pos, Our truck is three years old. There is a squeeking noise in the shocks. We had the radio replaced. Also the lights on the dashboard for the the controls. The accelerator pedal was recalled. Gas mileage is less than we expected. Now we have rust on the frame.All-in-all we expected better from Toyota.,
6.242084564637366,neu,pos," Used as as commuter car, it has done really pretty well until the head gasket issue hit us.  Nissan should have recalled these vehicles since it is a known defect.  It sure seems like every 2005 Sentra WILL eventually have to have the head gasket repaired at $1000+ ($1200 in our region).  Shame on Nissan. It has performed admirably other than this major issue. Nice mileage (Avg 36 mpg), and a work horse for us commuting long distances. With the defective head gasket on these cars, we cannot recommend them. We feel our loyalty to Nissan is forever damaged since they have shown no loyalty back to us by not recalling a known major issue.  Buyer beware if the head gasket has not been replaced!",
-25.548141310521487,neg,neg, I have owned this vehicle for 14 month.  It has been on a flatbed truck FOUR times!!!! Thermostat failure caused car to shut down while I was driving on the parkway - stuck for 3 hours.Brakes seized and calipers would not free the front wheels - stuck for 2 hours.Coolant reservior EXPLODED - coolant everywhere - stuck for 3 hours.Oil Tank EXPLODED - oil EVERYWHERE - stuck for 3 hours.The only saving grace is that my local dealership has excellent service and has provided me with a loaner vehicle every time mine was in the shop (it has gotten to the point that I feel it needs repairs whenever it is dirty so I at least get a free wash out of it....).  The X5 is pretty.  It handles very well.  It has great pick-up and braking capacity.......but it has ZERO reliability.  NEVER AGAIN!,
30.681664898668146,pos,pos," Traded in used 2005 model for new 2007 S model.  LUV IT! Very easy to drive, handles, well, and lots of rear cargo space.  Got thru first VT winter with factory BF Goodrich tires w/no sweat.  Acceleration for a 6-cylinder, 4-liter is great!  Nice CD stereo and speakers to start but upgraded w/after market Kenwood system & Jensen Speakers.  Decent mileage at 20 plus on highway for this size/weight SUV.  Outstanding value for the price versus domestic comparison SUV's from Ford, GM, and Dodge!",
-10.183655090908246,pos,neg," I just rolled over 200,000 miles on my Quest and no problems. Squeaks a little. Sunroof leaks in a hard Florida rain. But this van has never had anything but 1 battery, several tires, and one brake job. I am so pleased that it has been so reliable! This van is powerful and fast! Every other car I have owned had problems by 75,000 miles. This thing still runs as smooth as the day I bought it. A/C control design takes forever to adjust. Center console did not last long, the powder finish disintegrated and it just looks horrible but is very expensive to replace. Huge and comfy interior. I have had none of the mechanical or interior problems mentioned??  I have 3 kids and use the van A LOT!!",
-9.190254108715976,neu,neg," This vehicle is an extremely comfortable SUV.  The gas mileage is terrible, but size does matter.  I have had issues with the electrical system, and now the air conditioning compressor.  I cannot turn of the TRAC control off or on.  Occasionally, the high beams are not usable.  Now the air compressor just locked up.  This vehicle has led a pampered life with all maintenance taken care of by dealerships.  The mileage is only 68,000.  What gives?  This is my first Toyota, and I purchased because of the outstanding reputation for reliability.  This has not been my experience with this vehicle.  The gas mileage is also terrible.  15.6 MPG.",
7.009429200005179,pos,pos, Great acceleration.  Nice and quiet interior.,
18.21968044859895,pos,pos," Too new to know about reliability, but the styling, the quiet drive is wonderful so far. A real head-turner w/the top down.",
-42.91358021918495,neg,neg," What a piece of junk! I couldn't get to town and back (10 miles) without having to work on it. Water kept disappearing from the radiator, Leaked oil, head lamps kept going out. Replaced the whole cooing system and sold it. New owner didn't even make it home and had cooling problems. He tells me the head gasket is blown although it had no water in oil or oil in water? Ran smooth and engine made good power. The car is over engineered. Why use a complemented cooing system with the crazy O rings when a hose and clamp work fine? Easy to see why Germany lost WW2. I will never own another.",
-44.676144913971484,neg,neg," The driver's side door on our new Sienna does not work.We have taken it to the dealer three times.The dealer and the national Toyota repair people do not know how to fix this.Toyota will not provide a loaner.When we called to request arbitration paperwork, we were told it would take 10-14 business days.I strongly believe this is an unethical business practice.We will continue to seek damages under state law and will never buy a Toyota again.",
-0.43133998794610307,neg,neu," I've owned this 2006 Quest for the last 7 years.  It is uncomfortable.  It is constantly needing repairs.  It is noisy.  It gets poor gas mileage.  In addition to needing frequent repairs, the car is designed in a way that complicates all repairs and maintenance.  At 100k I've already been through 4 alternators.  Each alternator replacement requires hours of labor and the removal of radiator and battery.  The electronic displays in the dash frequently do not work.  The car averages 13 mpg.  This is a poorly designed and executed vehicle.",
-4.5078339088765915,neu,neu, Such an awesome truck to have such crappy quality control on the IBC. It does not work....on anyone's truck in electric mode. Do the Google search. You will see A LOT of complaints. Someone is going to get seriously hurt with this false sense of security.,
-27.43557160908938,neg,neg," Of course all cars have various problems but the run flat tires on this AWD minivan is beyond horrible.  Since purchasing new 6 years ago and with only 55k miles, I have replaced all my tires FOUR times at 200+ each not to mention the additional fees involved in disposing and balancing (that's a staggering $3,600+) Toyota service tech would just say,""yeah, they're not that good"".  Then the other night I simply go to roll down my driver side window for some fresh air,the window collapses for no reason into the door. I bring the car to Toyota, $600+ because of a defective cable.Technical says ""these things happen, sorry"". Not SORRY enough to stand behind your product!",
-63.561049240183365,neg,neg," ive had nothing but problems with this car. The bumper randomly fell off, the cd player wont eject or take a cd, the visors wont stay up, battery went out after 6 months, blown head gasket, the passenger side windows wont roll down or if you get them down wont go back up, break light switch went out, check engine light wont go off...keeps saying cylinder 3 is misfiring and all the coils, plugs, injectors have all been replaced and STILL cant figure the problem out. This has all happened within the last year. And nissan has nothing to say about any of this. WORST CAR EVER!! i will never again buy nissan or recommend it to anyone. Not even your worse enemy deserves this pain in the ass.",
4.758285071866055,neg,neu, I wish they had a speedometer when going 45 miles per hour I could see the 45 digitally as a number. I had it on my last 2014 Chevy Equinox and now on my 2017 Chevy Colorado. My 2013 Chevy Corvette even had heads up display. Was it a mistake for Toyota not to include it on the 2017 RAV4 XLE. OTHERWISE a ok vehicle. by the way I sell Chevrolet and Nissan vehicle for a living.,
17.947081442859314,neu,pos," I love driving this car and the way it looks.  This is why after having a bad maintenance exp. with my 1992 BMW 7 series and purchased a new 1998 series, all to find I have the same on going maintenance.  I have now given up and I am selling to buy another car from another manufacture.",
-18.754703760874122,neu,neg," I have had this car less than 3 months and live in the Northeast. I expect to be sold a car that can handle the cold, rain and snow. I've already had several issues including the remote control start not working when it gets below 15, even while standing right in front of it. Today I went out to start and move my car and the heater, defrosters and fans aren't working. There are a lot of angles that hold snow and ice. The ice interfers with the sensors and will cause it to think you are crashing when you are not and automatically engages the breaks for no reason. So far not impressed wishing I had never traded my 2008 rogue in",
53.84495935384575,pos,pos," The Solara is a fantastic convertible that comfortably seats 4 passengers. I routinely take my colleagues out on golfing trips. There's plenty of room for everyone and their clubs. I'm always getting compliments. Sure I could afford a BMW or a Lexus, but it seems foolish in this economy to overspend on a car. This car has everything I need and more. I love the built-in satellite radio. Sure, the blind spots are bigger than on a standard car, but that's a trade-off of having a convertible. It's not a mini-van. I would recommend this car to anyone who is looking for a reliable, performance driven, roomy convertible. It's like a Lexus without the price tag.",
-75.06272153959344,neu,neg," First the good – and there is a lot of good in the i8:Looks – great looker, and people love to see this on the street. Doors – this does not get much cooler than that. Exposed carbon, electric locks, kids (and adults) go crazy with this kind of stuff.Overall lines of the car are great very futuristic and a joy to look at every day.  And the “open space airflow"" below the trunk? My wife told me three times the trunk was open when I took her out the first time. Same goes for the interior  - functional, good looking and to the point.  Lastly – do love the concept of “power on demand”. You can be chilling on battery, taking it easy and if you need to – flip it to the left and you got some serious ooooompf…. Love it.Now the rest of it:Power .. Power … Power…:The car is too slow. Well – I guess it is ok when you compare it to some regular cars but it is definitely not when I compare it to my Nissan GTR or 911 Turbo. It is a 4 second car, where it should have been a 2 second car. It is not an “economical car” – not with 18 miles of battery range (never once had it at 20 as promised), and it is not a really fast car either – not with 1.5 liter in the back. Who was BMW competing with building this? Their own M3? I don’t think the M3 folks are target buyers of this car anyways. So I do think they missed the mark here. They should have competed with the 911 Turbo, with the GTR, with the McLaren and the likes. I8 has everything going for it except the power to be a supercar except power. I don’t think I will ever use the rear seats – nor anyone else I know that would. Get them out, make some flat storage area there and put a 500+hp 6 in the back instead of the 1.5 liter. Same with the little trunk in the back – don’t need the damn thing if I can get 3 additional cylinders instead. So the verdict is – put a big 6 in the back, get 700-800hp total of the complete setup and sell it for 175-190k. As of right now – I am not going to keep it when the lease expires. Hope the next 911 turbo is a hybrid and it is done right. Reliability:Well  - standard BMW per my experience. i.e. – it will break, question is how bad. So far had it in the shop for fuel tank valve replacement. Damn thing would not let me open the fuel tank! Imagine you are coming to the gas station no battery no fuel and the cap would not open!! Super upset... Actually stopped buying BMWs about 10 years back based on their desire to always be in the shop. Guess they are still figuring this out.",
15.595976152750438,pos,pos, I have owned my Yaris for a year. It's a great second car with all the features necessary to get around town.,
-42.624411883974176,neg,neg," I owned a Nissan Quest 2004 3.5 SL that has 66,556 miles, I was very happy with this car until last September, when out of the blue my Nissan will brake down in the middle of the beltway or stall if I stopped at a red light or stop sign, the engine will die completely with no warning signs, I took this car to the dealer Passport Nissan of Alexandria VA for the 3rd time yesterday because my van keep stalling any time I drive under 5mph or brake to a stop. This after I was told for 2nd time that they fixed the problem in a message they left me saying we were able to duplicate the problem and fixed, we had to re-program the engine idle, that is fixed we drove it many times today and definitely",
21.76685373595086,pos,pos, My husband loves the engine. It's quiet and peppy. We live in the country and are averaging only 20 mpg. You really do have to read the owner's manual. On the down side my car sits at the dealership because the computer system went down at service and a part has to be manufactured. Five weeks and counting. BMW has been attentive to the situation.,
32.235345610976196,pos,pos, This is a great car with all the known characteristics of a BMW 3 series plus an amazing gas mileage and superb power and torque. The car has been a joy to drive around town and even better on the highway and specifically mountain roads. I love this car.,
8.314620018763662,neu,pos," Have had a lot of issues with this car, A/C had to be recharged 6mo in, the carpet is coming up brought it to nissan and they ended up replacing the whole floor carpet... less than a month later its coming up again. The car sounds rough at times when idle specially at first start up. Haven't even owned the car for a year and the suspension is starting to make noise.. Great on gas milage and so on but these cosmetic issues are getting to be ridiculous.",
18.10092720600153,pos,pos," People shy away from the Prius C because they like the bigger, normal Prius better. But you save almost $10k on the C brand new! It really does get 48-50 mpg combined street/highway driving, for us. It has great acceleration for such awesome gas mileage. The engine doesn't whine and scream like many cars in its class. This car is a joy to drive. It has the reliability you would expect from a Toyota (awesome!). And it holds more than we'd expect, both in passengers and cargo. Our only disappointment so far is the low resale value after just a few years. We'll just keep it, gladly.",
-20.404943171334253,neu,neg," Let me say that I love my car when it is not in the shop.  And that is not to say it has a lot of problems, it just takes 4-5 times to get each item fixed, and the dealer 4 out of 5 times breaks something else that takes 2 visits to get fixed.  When my all window button and seat frame broke (I weigh 165 lbs) at 23K, I decided I've had enough.  Great looking car and fun to drive, just a headache!!  If you are planning on buying one, make sure you are close to a reputable dealer.",
-6.405272122748556,pos,neg," I think the car kind of depends on where you get your car from.  If you get it from a crappy dealer who has like 3 or 4 owners then i wouldnt get it.  I got my car at 62k (it was a rental, Igot it from Hertz car sales.) I am not at 85k and all I chaaged was wheel barons and  oil changes on the regular. I drive about  300-380 miles a week thats just a guess. I drive alot and i love this car, I have no complaints. I love acceleration, push start and keyless entry. Great features for a a weaker model i fill up my tank on sunday and i dont fill up again until friday.......  So the gas mileage is good to me, its roomy and i have great trunk space. This is a great car for young adults..",
-101.59662320358302,neg,neg," I have had nothing but trouble with this car. I took it to the dealership 3 months after purchasing it because there was a squealing noise when it was shifting through the gears. I drove it with the mechanic and he didn't hear anything when I pointed the noise out. They checked it out and told me there was nothing wrong. They also said that I shouldn't worry because Nissan warranties this particular transmission up to 100,000 miles. 6 months later I brought it back in because it was jerking other road, would not accelerate and my check engine light came on. I had just made it to 68,000 miles at this point and figured it would not be a problem. They informed me that the warranty had actually expired at 60,000 miles and any repairs would be at my expense. They couldn't recreate the problem so they reprogramed it thinking the check engine light was a computer glitch. 3 months later the transmission has completely failed on the car. The total cost for the transmission is $3,000 without labor. If you have this car and it is in working condition, please sell it asap.",
-3.783568175576079,neg,neu," This is the first time I have ever written a review on any product I have bought, but felt strongly enough to hopefully sway others to be careful in their purchase. I bought my pathfinder in February with 21,000 miles. I specifically asked the salesman about prior transmission issues with pathfinders and was told it was completely resolved.  At 31,000 miles it's at the dealership with catastrophic failure of the transmission. I'll get it back on Monday and trade for a new vehicle.  There will never be a Nissan parked in my driveway again.  I have no confidence in their ability to build a reliable vehicle.  The ride was good.  The interior fit our family needs.  It is a mechanical nightmare. ",
